"node"	"propform"	"tildevalue"	"%"	"actantslist"
"ls:fr:node:28732"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28733"	"$1 ~ $2 avec $3"	"perce"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:28734"	"~ qui sert à $1 pour $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28736"	"$1 qui est ~ par $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28737"	"$1, ~ de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28738"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:28739"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28740"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28741"	"$1 ~ $2 à $3"	" permet "	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:28743"	"$1, qui est un ~ de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28744"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28745"	"$1, qui est une ~"	""	"100"	"($1=X)"
"ls:fr:node:28747"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:28748"	"~ de $2 constitué des $1"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28749"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28751"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:28754"	"~ de $1 à propos de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28755"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28756"	"$1 ~"	"pète"	"100"	"($1=X)"
"ls:fr:node:28757"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:28759"	"$1, ~ de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28760"	"les $1, qui sont les ~ de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28761"	"~"	""	"100"	"()"
"ls:fr:node:28762"	"~ $1"	""	"100"	"($1=X)"
"ls:fr:node:28763"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28764"	"~ de $1 causée par $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28765"	"~ $1"	""	"100"	"($1=X)"
"ls:fr:node:28769"	"~ faite par $1 de $2 avec $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:28770"	"$1 ~ $2 avec $3"	"photocopie"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:28771"	"$1 ~ $2 avec $3"	" photographie "	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:28772"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28773"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:28774"	"~"	""	"100"	"()"
"ls:fr:node:28775"	"~ utilisé par $1"	""	"100"	"($1=X)"
"ls:fr:node:28776"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28777"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28778"	"~ qui sert à $1 pour attraper $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28779"	"~"	""	"100"	"()"
"ls:fr:node:28780"	"$1 ~ $2"	"piétine"	"100"	"($1=X,$2=Y)"
"ls:fr:node:28781"	"$1, qui est un ~"	""	"100"	"($1=X)"
"ls:fr:node:28782"	"~"	""	"100"	"()"
"ls:fr:node:28783"	"~ qui sert à $1 pour $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28784"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28785"	"$1 ~ $2"	" pilote "	"100"	"($1=X,$2=Y)"
"ls:fr:node:28786"	"~"	""	"100"	"()"
"ls:fr:node:28787"	"~ qui sert à $1 pour $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28788"	"~ qui sert à $1 pour mettre $2 sur $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:28789"	"$1 ~ $2 avec $3"	"pince"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:28790"	"~ pratiqué par les $1"	""	"100"	"($1=X)"
"ls:fr:node:28791"	"~ auquel participent les $1"	""	"100"	"($1=X)"
"ls:fr:node:28792"	"$1 ~ $2 avec $3"	"pique"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:28794"	"$1, qui est un ~"	""	"100"	"($1=X)"
"ls:fr:node:28795"	"$1 est ~ que $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28796"	"~ qui sert à $1 pour $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28797"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28799"	"~ éprouvé par $1 à l’égard de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28800"	"~ à $2 destinée à être consommée par $1"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28801"	"~ qui sert à $1 pour ranger $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28802"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28803"	"$1 ~ $2 à l’endroit $3"	"place"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:28804"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28805"	"~ qui se trouve à $1"	""	"100"	"($1=X)"
"ls:fr:node:28807"	"$1 ~ $2"	"plaint"	"100"	"($1=X,$2=Y)"
"ls:fr:node:28808"	"~ qui se trouve dans $1"	""	"100"	"($1=X)"
"ls:fr:node:28811"	"~ envers $2 éprouvé par $1"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28812"	"~"	""	"100"	"()"
"ls:fr:node:28813"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28814"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28815"	"$1 ~"	" plane"	"100"	"($1=X)"
"ls:fr:node:28816"	"~"	""	"100"	"()"
"ls:fr:node:28817"	"~ à l’endroit $1"	""	"100"	"($1=X)"
"ls:fr:node:28818"	"$1 ~ $2"	"plante"	"100"	"($1=X,$2=Y)"
"ls:fr:node:28819"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28820"	"~"	""	"100"	"()"
"ls:fr:node:28821"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:28822"	"~ de $2 qui sert à $1"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28824"	"~ qui sert à $1"	""	"100"	"($1=X)"
"ls:fr:node:28825"	"$1 est ~ de $2"	" plein "	"100"	"($1=X,$2=Y)"
"ls:fr:node:28826"	"~ par $1 de $2 de $3 avec $4"	""	"100"	"($1=X,$2=Y,$3=Z,$4=V)"
"ls:fr:node:28827"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:28828"	"$1 ~"	"pleure"	"100"	"($1=X)"
"ls:fr:node:28829"	"$1 ~ $2"	"plie"	"100"	"($1=X,$2=Y)"
"ls:fr:node:28830"	"~"	""	"100"	"()"
"ls:fr:node:28831"	"$1, qui est un ~"	""	"100"	"($1=X)"
"ls:fr:node:28832"	"~ par $1 dans $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28833"	"$1 ~ $2 dans $3"	"plonge"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:28834"	"~ sur $2"	""	"100"	"($2=Y)"
"ls:fr:node:28835"	"~ de $1"	"plumes"	"100"	"($1=X)"
"ls:fr:node:28837"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:28838"	"~"	""	"100"	"()"
"ls:fr:node:28839"	"~ $1"	""	"100"	"($1=X)"
"ls:fr:node:28841"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28842"	"~ de $2 qui sert à $1"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28844"	"~ écrite par $1"	""	"100"	"($1=X)"
"ls:fr:node:28845"	"~ de $1 de valeur $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28846"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28847"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28848"	"~ de $1 sur $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28849"	"~ de $1"	""	"60"	"($1=X)"
"ls:fr:node:28850"	"~ $1"	""	"100"	"($1=X)"
"ls:fr:node:28851"	"~"	""	"100"	"()"
"ls:fr:node:28852"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28853"	"~ destinée à être consommée par $1"	""	"100"	"($1=X)"
"ls:fr:node:28854"	"~ destiné à être consommé par $1"	""	"100"	"($1=X)"
"ls:fr:node:28855"	"~ destiné à être consommé par $1"	""	"100"	"($1=X)"
"ls:fr:node:28857"	"~"	""	"100"	"()"
"ls:fr:node:28859"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28860"	"~ destiné à être consommé par $1"	""	"100"	"($1=X)"
"ls:fr:node:28861"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28862"	"$1 est ~ avec $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28864"	"~ de $1 envers $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28865"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28866"	"$1 ~ $2 avec $3"	" pollue "	"100"	"($1=Z,$2=Y,$3=X)"
"ls:fr:node:28867"	"~ destinée à être consommée par $1"	""	"100"	"($1=X)"
"ls:fr:node:28868"	"~ à $2 qui sert à $1"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28869"	"$1 ~ $2 avec $3"	"pompe"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:28872"	"~ qui sert à $1 pour $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28873"	"~ de $2 constituée des $1"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28874"	"~ destiné à être consommé par $1"	""	"60"	"($1=X)"
"ls:fr:node:28875"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28876"	"~ qui sert à $1 pour communiquer avec $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28877"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:28878"	"~ de $2 utilisée par $1"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28879"	"~ de $2 constituée des $1"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28880"	"~ qui sert à $1 pour $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28881"	"~ qui sert à $1 pour $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28882"	"~ qui sert à $1 pour $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28883"	"$1 ~ $2"	"porte"	"100"	"($1=X,$2=Y)"
"ls:fr:node:28884"	"~ par $1 de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28885"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:28886"	"$1 ~ $2 sur $3"	"pose"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:28887"	"~ de $1 qui est $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28888"	"$1 ~ $2"	"possède"	"100"	"($1=X,$2=Y)"
"ls:fr:node:28889"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:28890"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:28891"	"~ où travaillent les $1"	""	"90"	"($1=X)"
"ls:fr:node:28892"	"$1 ~ $2"	"poste"	"100"	"($1=X,$2=Y)"
"ls:fr:node:28893"	"~ de $2 qui sert à $1"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28894"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:28895"	"~ de $2 destiné à être consommé par $1"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28896"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28897"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:28898"	"~"	""	"100"	"()"
"ls:fr:node:28899"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28901"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28902"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28903"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28904"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28905"	"~ de $1"	"poumons "	"100"	"($1=X)"
"ls:fr:node:28906"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28907"	"[$1] ~ $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28909"	"~ $1] ? "	""	"100"	"($1=X)"
"ls:fr:node:28910"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:28911"	"$1 ~"	"pourrit"	"100"	"($1=X)"
"ls:fr:node:28912"	"$1 ~ $2"	"poursuit "	"100"	"($1=X,$2=Y)"
"ls:fr:node:28916"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28917"	"~ qui recouvre $1"	""	"100"	"($1=X)"
"ls:fr:node:28918"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28919"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28921"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28922"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28923"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:28924"	"~"	""	"100"	"()"
"ls:fr:node:28927"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:28928"	"$1 ~ $2 dans $3"	"précipite"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:28929"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:28930"	"$1 ~ $2"	"précise "	"100"	"($1=X,$2=Y)"
"ls:fr:node:28931"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:28932"	"$1 ~ $2 à $3"	"prédit"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:28933"	"$1 ~ $2"	"préfère"	"100"	"($1=X,$2=Y)"
"ls:fr:node:28934"	"~"	""	"100"	"()"
"ls:fr:node:28935"	"$1 ~ $2"	"préjuge"	"100"	"($1=X,$2=Y)"
"ls:fr:node:28936"	"~ $1"	""	"100"	"($1=X)"
"ls:fr:node:28937"	"$1 ~ $2 avec $3"	" prend "	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:28938"	"$1, ~ de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28939"	"$1 ~ $2"	"préoccupe"	"100"	"($1=X,$2=Y)"
"ls:fr:node:28940"	"$1 ~ $2"	" prépare "	"100"	"($1=X,$2=Y)"
"ls:fr:node:28941"	"! $1 ~ de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28943"	"$1 est ~ à $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28944"	"~"	""	"100"	"()"
"ls:fr:node:28945"	"$1 ~ $2 à $3"	" présente "	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:28946"	"~ qui sert à $1"	""	"100"	"($1=X)"
"ls:fr:node:28947"	"$1, qui est le ~ de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28948"	"~ $1"	""	"100"	"($1=X)"
"ls:fr:node:28949"	"$1 ~ $2 pour extraire $3"	"presse"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:28950"	"$1 ~ $2"	"prétend"	"100"	"($1=X,$2=Y)"
"ls:fr:node:28951"	"~ de $1 à $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28952"	"$1 ~ $2 à $3 jusqu’à $4"	"prête"	"100"	"($1=X,$2=Y,$3=Z,$4=V)"
"ls:fr:node:28954"	"$1, qui est un ~ de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28955"	"$1 ~ $2"	" prévient "	"100"	"($1=X,$2=Y)"
"ls:fr:node:28957"	"$1 ~ $2"	" prévoit "	"100"	"($1=X,$2=Y)"
"ls:fr:node:28958"	"! $1 ~ $2 pour $3"	"prie"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:28959"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:28960"	"$1, qui est le ~ de $2"	""	"90"	"($1=X,$2=Y)"
"ls:fr:node:28961"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:28963"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28964"	"~ de $1 sur $2 dans $3 pour $4"	""	"100"	"($1=X,$2=Y,$3=Z,$4=W)"
"ls:fr:node:28965"	"~ par $1 de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28967"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:28968"	"$1 ~ $2 de $3"	"prive"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:28970"	"~ de $1, qui est $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28971"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:28972"	"$1, qui est un ~ de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28973"	"~ mené par $1 visant $2 à propos de $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:28974"	"~ de $2 constitué des $1"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28975"	"~ $1"	""	"100"	"($1=X)"
"ls:fr:node:28976"	"$1 est ~ de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28977"	"$1 ~ $2"	"produit"	"100"	"($1=X,$2=Y)"
"ls:fr:node:28978"	"$1, qui est ART ~ de $2"	" ~ "	"100"	"($1=X,$2=Y)"
"ls:fr:node:28979"	"$1, ~ de $2 dans $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:28984"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:28986"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28987"	"! $1 ~ chez $2"	" progresse"	"100"	"($1=X,$2=Y)"
"ls:fr:node:28988"	"~ de $2 fait par $1"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:28989"	"$1 ~ $2 de $3"	"prolonge"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:28990"	"$1 ~ $2"	" promène "	"100"	"($1=X,$2=Y)"
"ls:fr:node:28991"	"$1 ~ $2 à $3"	" promet "	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:28993"	"$1 ~ $2"	"prononce"	"100"	"($1=X,$2=Y)"
"ls:fr:node:28996"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:28997"	"$1 ~ $2 à $3"	"propose"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:28998"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:28999"	"~ par $1 de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:29002"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:29003"	"$1 ~ contre $2 auprès de $3"	"proteste "	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:29005"	"~ « $2 » utilisé par $1"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:29007"	"~ constituée des $2, utilisée par $1"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:29010"	"~ destinée à être consommée par $1"	""	"100"	"($1=X)"
"ls:fr:node:29011"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:29012"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:29014"	"~"	""	"100"	"()"
"ls:fr:node:29019"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:29021"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:29024"	"! $1 ~ $2 de $3 pour $4"	"punit"	"60"	"($1=X,$2=Y,$3=Z,$4=W)"
"ls:fr:node:29025"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:29026"	"~ (à base de $2) destinée à être consommée par $1"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:29027"	"~ sécrété par $1"	""	"100"	"($1=X)"
"ls:fr:node:29028"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:29031"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:29033"	"[$1] ~ $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:29034"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:29035"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:29036"	"~ $1"	""	"100"	"($1=X)"
"ls:fr:node:29037"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:29038"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:29039"	"~"	""	"100"	"()"
"ls:fr:node:29040"	"~ $1"	""	"100"	"($1=X)"
"ls:fr:node:29041"	"~"	""	"100"	"()"
"ls:fr:node:29042"	"~ $1"	""	"100"	"($1=X)"
"ls:fr:node:29045"	"$1, qui est un ~"	""	"100"	"($1=X)"
"ls:fr:node:29046"	"~ $1"	""	"100"	"($1=X)"
"ls:fr:node:29047"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:29048"	"~ $1"	" quelques "	"100"	"($1=X)"
"ls:fr:node:29049"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:29051"	"~"	""	"100"	"()"
"ls:fr:node:29052"	"~"	""	"100"	"()"
"ls:fr:node:29053"	"~ de $1 à propos de $2 destinée à $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:29055"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:29057"	"~"	""	"100"	"()"
"ls:fr:node:29058"	"$1 ~ $2"	"quitte"	"100"	"($1=X,$2=Y)"
"ls:fr:node:29061"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:29063"	"$1 ~ $2 contre $3"	"rabat"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:29064"	"$1, qui est un ~"	""	"100"	"($1=X)"
"ls:fr:node:29065"	"$1 ~ $2"	"raccommode"	"100"	"($1=X,$2=Y)"
"ls:fr:node:29066"	"$1 ~ $2 à $3"	"raccompagne"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:29068"	"$1 ~ $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:29069"	"$1 ~ $2 sur $3"	"raccroche"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:29070"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:29071"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:29072"	"~ de $1 envers $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:29073"	"$1 ~ $2 à $3"	"raconte"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:29074"	"~ qui sert à $1 pour $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:29075"	"~ qui sert à $1"	""	"100"	"($1=X)"
"ls:fr:node:29076"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:29077"	"~ destiné à être consommé par $1"	""	"100"	"($1=X)"
"ls:fr:node:29078"	"$1 ~ $2"	"rafraîchit"	"100"	"($1=X,$2=Y)"
"ls:fr:node:29079"	"~ dont est atteint $1"	""	"100"	"($1=X)"
"ls:fr:node:29080"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:29081"	"~ (de $1)"	""	"100"	"($1=X)"
"ls:fr:node:29082"	"~ qui servent à $1"	"rails "	"100"	"($1=X)"
"ls:fr:node:29083"	"~ destiné à être consommé par $1"	""	"100"	"($1=X)"
"ls:fr:node:29084"	"~"	""	"100"	"()"
"ls:fr:node:29085"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:29087"	"$1 ~ $2 à $3"	"rajoute"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:29089"	"$1 ~"	"râle"	"100"	"($1=X)"
"ls:fr:node:29090"	"$1 ~ $2 (de $3)"	"rallonge"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:29092"	"$1 ~ $2"	"ramasse"	"100"	"($1=X,$2=Y)"
"ls:fr:node:29093"	"~ qui sert à $1 pour $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:29094"	"$1 ~ $2 à $3"	"ramène"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:29095"	"$1 ~"	"rame"	"100"	"($1=X)"
"ls:fr:node:29096"	"$1 ~ $2"	"ramollit"	"100"	"($1=X,$2=Y)"
"ls:fr:node:29099"	"! ~ de montant $1 demandée par $2 à $3 pour $4"	""	"90"	"($1=W,$2=X,$3=Y,$4=Z)"
"ls:fr:node:29100"	"~ de $1 envers $2 pour $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:29101"	"~ de $1 dans le lieu $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:29102"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:29103"	"~ de $1"	""	"90"	"($1=X)"
"ls:fr:node:29104"	"$1 ~ $2 dans $3"	"range "	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:29105"	"~"	""	"100"	"()"
"ls:fr:node:29106"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:29107"	"$1 ~ $2 avec $3"	"râpe"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:29108"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:29109"	"$1 ~ $2"	"rappelle"	"100"	"($1=X,$2=Y)"
"ls:fr:node:29110"	"~ entre $1 et $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:29111"	"$1 ~ $2 à $3"	"rapporte"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:29112"	"! $1 ~ $2 $3"	" rapproche "	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:29113"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:29114"	"$1 ~ $2 avec $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:29115"	"~ qui sert à $1 pour $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:29116"	"$1 ~ $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:29118"	"~"	""	"100"	"()"
"ls:fr:node:29119"	"$1 ~"	" rate"	"100"	"($1=X)"
"ls:fr:node:29120"	"$1 ~ $2"	"rattrape"	"100"	"($1=X,$2=Y)"
"ls:fr:node:29121"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:29122"	"~ (de $1)"	""	"100"	"($1=X)"
"ls:fr:node:29123"	"~ (de $1)"	""	"100"	"($1=X)"
"ls:fr:node:29124"	"~"	""	"100"	"()"
"ls:fr:node:29125"	"$1 ~ à $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:29126"	"$1 ~ $2 avec $3"	" réalise "	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:29127"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:29128"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:29131"	"$1 ~ $2"	" réchauffe "	"100"	"($1=X,$2=Y)"
"ls:fr:node:29132"	"$1 ~ $2"	"recherche"	"100"	"($1=X,$2=Y)"
"ls:fr:node:29133"	"~ de $2 qui sert à $1"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:29134"	"~ de $1 fait à $2 à propos de $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:29135"	"$1 ~ $2 à $3"	"réclame"	"100"	"($1=X,$2=Y,$3=Z)"
