"node"	"propform"	"tildevalue"	"%"	"actantslist"
"ls:fr:node:40405"	"$1 est ~ de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40406"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40407"	"$1 est ~ de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40408"	"$1 ~ $2 à $3"	"carotte"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:40409"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40410"	"$1 ~ $2 à $3"	" pique "	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:40411"	"$1 ~ $2 à $3"	"fauche"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:40412"	"~ donné par $1 à $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40413"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40414"	"$1 ~ $2 à $3"	"chaparde"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:40415"	"$1 ~ $2 avec $3"	"fauche"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:40416"	"$1 ~ $2 à $3"	"chipe"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:40417"	"$1 ~ $2 à $3"	"choure"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:40418"	"$1 ~ $2 à $3"	"tire"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:40419"	"$1 ~ $2 à $3"	"chourave"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:40420"	"$1 ~ $2 à $3"	"dérobe "	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:40422"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:40423"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:40424"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40425"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40426"	"~"	""	"100"	"()"
"ls:fr:node:40427"	"$1, qui est une ~"	""	"100"	"($1=X)"
"ls:fr:node:40428"	"~ entre les  $1"	""	"100"	"($1=X)"
"ls:fr:node:40429"	"~ sur $1"	""	"60"	"($1=X)"
"ls:fr:node:40430"	"Le locuteur dit : « ~ »"	""	"100"	"()"
"ls:fr:node:40432"	"$1 ~ $2 avec $3"	"vole la vedette "	"90"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:40433"	"~"	""	"100"	"()"
"ls:fr:node:40434"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40435"	"~ $1"	""	"100"	"($1=X)"
"ls:fr:node:40436"	"~ des $1"	""	"100"	"($1=X)"
"ls:fr:node:40437"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:40438"	"! ~, qui est un $1 dans $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40439"	"$1 ~ $2 avec $3"	" désinsectise "	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:40440"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:40441"	"~ destiné à être consommé par  $1"	""	"100"	"($1=X)"
"ls:fr:node:40442"	"$1, qui est ~ pour $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40443"	"~ qui sert à $1 pour tuer $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40444"	"~ donné par $1"	""	"100"	"($1=X)"
"ls:fr:node:40445"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40447"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:40448"	"~ porté par $1"	""	"100"	"($1=X)"
"ls:fr:node:40449"	"~ qu’éprouve $1 du fait de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40450"	"~ donné par $1 à $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40451"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40453"	"~ de $1 à $2 pour $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:40454"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40455"	"~ de $1 envers $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40456"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:40457"	"~ portée par $1"	""	"100"	"($1=X)"
"ls:fr:node:40458"	"~ ressentit par $1"	""	"100"	"($1=X)"
"ls:fr:node:40459"	"$1, qui est un ~ pour $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40460"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40461"	"! ~ de $1 avec $2 et $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:40462"	"~ porté par $1"	""	"100"	"($1=X)"
"ls:fr:node:40464"	"~ de $1 dans $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40465"	"[$1] ~ de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40466"	"~ $2 célébrée par $1"	""	"80"	"($1=X,$2=Y)"
"ls:fr:node:40467"	"$1, qui est un ~ pour $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40468"	"~ qui sert à $1 sur $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40469"	"$1, ~ de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40470"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40474"	"$1, qui est un ~ de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40475"	"$1 ~ avec $2"	" tire un coup "	"100"	"($1=X,$2=Y)"
"ls:fr:node:40476"	"~"	""	"100"	"()"
"ls:fr:node:40478"	"~ qui sert à $1"	""	"100"	"($1=X)"
"ls:fr:node:40479"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40480"	"! ~ de $1 dite par $2"	""	"60"	"($1=Y,$2=X)"
"ls:fr:node:40481"	"$1 ~"	"murmure"	"100"	"($1=X)"
"ls:fr:node:40484"	"$1 ~ à $2"	"s’étend"	"100"	"($1=X,$2=Y)"
"ls:fr:node:40486"	"~ de $1"	" esgourdes "	"100"	"($1=X)"
"ls:fr:node:40487"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:40488"	"$1 ~ vers $2"	" s’achemine "	"100"	"($1=X,$2=Z)"
"ls:fr:node:40489"	"$1 ~ vers $2"	" s’achemine "	"100"	"($1=X,$2=Y)"
"ls:fr:node:40490"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40491"	"~"	""	"100"	"()"
"ls:fr:node:40492"	"$1 ~ $2"	"saisit"	"90"	"($1=X,$2=Y)"
"ls:fr:node:40493"	"$1 ~ $2 à $3"	"dérobe"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:40495"	"~"	""	"100"	"()"
"ls:fr:node:40497"	"$1 ~ $2 à $3"	" pique "	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:40502"	"$1 ~"	" bourdonne "	"100"	"($1=X)"
"ls:fr:node:40503"	"~ produit par $1"	""	"100"	"($1=X)"
"ls:fr:node:40504"	"$1, qui est un ~"	""	"100"	"($1=X)"
"ls:fr:node:40505"	"$1, qui est un ~"	""	"100"	"($1=X)"
"ls:fr:node:40506"	"~ produit par $1"	""	"100"	"($1=X)"
"ls:fr:node:40507"	"[$1] ~"	""	"100"	"($1=X)"
"ls:fr:node:40508"	"$1, qui est le ~ de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40509"	"$1, ~ de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40510"	"$1 ~ $2"	"dévalise"	"100"	"($1=X,$2=Y)"
"ls:fr:node:40511"	"$1, ~ de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40512"	"~ qui sert à $1"	""	"100"	"($1=X)"
"ls:fr:node:40513"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40515"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40518"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:40519"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40520"	"$1 ~ de $2"	" caresse les oreilles "	"100"	"($1=X,$2=Y)"
"ls:fr:node:40521"	"! ~ $1 de $2"	""	"60"	"($1=X,$2=Y)"
"ls:fr:node:40522"	"Le locuteur dit : « ~ »"	""	"100"	"()"
"ls:fr:node:40523"	"~ de $1 sur $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40524"	"$1, qui est un ~ de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40525"	"$1 ~ de $2"	" frotte les oreilles "	"100"	"($1=X,$2=Y)"
"ls:fr:node:40526"	"$1 ~ à $2"	" casse les oreilles "	"100"	"($1=X,$2=Y)"
"ls:fr:node:40527"	"$1 ~ de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40528"	"$1 ~ de $2"	" échauffe les oreilles "	"100"	"($1=X,$2=Y)"
"ls:fr:node:40529"	"$1 ~ de $2"	" tire l’oreille"	"100"	"($1=X,$2=Y)"
"ls:fr:node:40531"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:40533"	"$1 ~"	" dort sur ses deux oreilles"	"100"	"($1=X)"
"ls:fr:node:40534"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:40535"	"$1 ~ à $2"	" tire les oreilles "	"100"	"($1=X,$2=Y)"
"ls:fr:node:40536"	"$1 ~ $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40537"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:40538"	"$1 ~"	" n’est pas tombé dans l’oreille d’un sourd"	"100"	"($1=X)"
"ls:fr:node:40541"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40546"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40552"	"~ utilisé par $1 pour aller de $2 à $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:40553"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:40554"	"~ qui se trouve dans $1"	""	"100"	"($1=X)"
"ls:fr:node:40555"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:40557"	"$1 ~ de $2"	" entre par une oreille et sort par l’autre"	"90"	"($1=X,$2=Y)"
"ls:fr:node:40558"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40559"	"$1 ~ à $2"	" ferme l’oreille "	"100"	"($1=X,$2=Y)"
"ls:fr:node:40560"	"Le locuteur dit : « ~ »"	""	"100"	"()"
"ls:fr:node:40561"	"$1 ~ $2"	"gravit"	"100"	"($1=X,$2=Y)"
"ls:fr:node:40562"	"$1 ~ $2"	" n’entend pas de cette oreille "	"60"	"($1=X,$2=Y)"
"ls:fr:node:40563"	"~"	""	"100"	"()"
"ls:fr:node:40564"	"$1 ~ de $2 avec $3"	" rebat les oreilles "	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:40566"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40567"	"~ de $2 qui sert à $1"	""	"100"	"($1=Y,$2=X)"
"ls:fr:node:40568"	"un ~"	""	"100"	"()"
"ls:fr:node:40569"	"$1, ~ de $2 dans $3"	" oreilles "	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:40570"	"$1 ~ jusqu’à $2"	" va "	"100"	"($1=X,$2=Z)"
"ls:fr:node:40571"	"~"	""	"100"	"()"
"ls:fr:node:40572"	"$1 ~ avec $2"	"va"	"100"	"($1=X,$2=Y)"
"ls:fr:node:40573"	"! $1 ~ de $2 à $3"	"va"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:40575"	"~ de $1 sur $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40576"	"~, $1"	""	"100"	"($1=X)"
"ls:fr:node:40577"	"~"	""	"100"	"()"
"ls:fr:node:40578"	"$1 est ~ avec $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40579"	"$1 ~"	" après coup"	"100"	"($1=X)"
"ls:fr:node:40580"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40581"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:40582"	"$1 ~"	" à tous les coups"	"100"	"($1=X)"
"ls:fr:node:40583"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:40590"	"$1 ~ vers $2"	"se tourne"	"100"	"($1=X,$2=Y)"
"ls:fr:node:40591"	"$1 ~ de $2 vers $3"	"s’en va "	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:40592"	"~ pratiquée par $1"	""	"100"	"($1=X)"
"ls:fr:node:40593"	"$1 ~ de la façon $2"	" y va"	"100"	"($1=X,$2=Y)"
"ls:fr:node:40594"	"! $1 ~ de $2"	"y va "	"100"	"($1=X,$2=Y)"
"ls:fr:node:40596"	"~ utilisé par $1"	""	"100"	"($1=X)"
"ls:fr:node:40597"	"! ~ utilisée par $1 pour aller de $2 à $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:40599"	"~ qui sert à $1"	""	"100"	"($1=X)"
"ls:fr:node:40600"	"$1 ~ $2"	"aménage"	"100"	"($1=X,$2=Y)"
"ls:fr:node:40601"	"$1 ~ $2"	"aménage"	"100"	"($1=X,$2=Y)"
"ls:fr:node:40604"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:40611"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40612"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40613"	"! $1 ~ de $2 à $3"	" mène "	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:40615"	"$1 ~ à $2.1 de $2.2 avec $3"	" barre la route "	"100"	"($1=X,$2.1=Y1,$2.2=Y2,$3=Z)"
"ls:fr:node:40616"	"~ utilisé par $1 pour $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40618"	"~ suivi par $1 pour aller à $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40619"	"$1 ~ $2"	" suit "	"100"	"($1=X,$2=Y)"
"ls:fr:node:40620"	"$1 ~ $2"	" poursuit "	"100"	"($1=X,$2=Y)"
"ls:fr:node:40621"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:40622"	"$1 ~ sur $2"	"s’affale "	"100"	"($1=X,$2=Y)"
"ls:fr:node:40623"	"$1 ~ sur $2"	"s’avachit "	"100"	"($1=X,$2=Y)"
"ls:fr:node:40625"	"~ où vit $1"	""	"100"	"($1=X)"
"ls:fr:node:40626"	"~"	""	"100"	"()"
"ls:fr:node:40627"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40628"	"$1 ~ sur $2"	"se vautre "	"100"	"($1=X,$2=Y)"
"ls:fr:node:40629"	"[$1] ~ $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40630"	"$1 est ~ pour $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40631"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:40632"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:40633"	"$1 ~ vers $2"	" fait route "	"100"	"($1=X,$2=Y)"
"ls:fr:node:40635"	"$1 ~ à $2"	" ouvre la route "	"100"	"($1=X,$2=Y)"
"ls:fr:node:40636"	"$1 ~"	"clapote"	"100"	"($1=X)"
"ls:fr:node:40637"	"~ par $1 à propos de $2"	" fausse route "	"100"	"($1=X,$2=Y)"
"ls:fr:node:40638"	"$1 ~ sur $2"	" s’effondre "	"100"	"($1=X,$2=Y)"
"ls:fr:node:40639"	"~ qui se trouve dans $1"	""	"100"	"($1=X)"
"ls:fr:node:40640"	"$1 ~ de $2"	"vient"	"100"	"($1=X,$2=Y)"
"ls:fr:node:40641"	"$1 est ~ par $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40643"	"~"	""	"100"	"()"
"ls:fr:node:40644"	"~"	""	"100"	"()"
"ls:fr:node:40645"	"$1 ~ $2"	"baigne "	"100"	"($1=X,$2=Y)"
"ls:fr:node:40646"	"$1 ~ à $2"	" ouvre la route"	"100"	"($1=X,$2=Y)"
"ls:fr:node:40647"	"! ~ pratiqué par $1 pour faire $2"	""	"60"	"($1=X,$2=Y)"
"ls:fr:node:40648"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:40649"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:40650"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:40651"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:40652"	"$1 ~"	" tient la route "	"100"	"($1=X)"
"ls:fr:node:40653"	"$1 ~"	" tient la route "	"100"	"($1=X)"
"ls:fr:node:40654"	"~ donnée par $1 à $2  afin de $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:40655"	"[$1] ~ de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40659"	"~ de $2 qui sert à $1"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40660"	"$1, qui est un ~"	""	"100"	"($1=X)"
"ls:fr:node:40661"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:40662"	"$1] ~"	""	"100"	"($1=X)"
"ls:fr:node:40663"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:40664"	"$1 ~ de "	""	"100"	"($1=X)"
"ls:fr:node:40665"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:40666"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:40669"	"$1 ~ $2"	"sillonne "	"100"	"($1=X,$2=Y)"
"ls:fr:node:40670"	"$1 ~ $2"	"sillonne"	"100"	"($1=X,$2=Y)"
"ls:fr:node:40671"	"$1 ~ de $2"	" croise la route"	"100"	"($1=X,$2=Y)"
"ls:fr:node:40672"	"[$1] ~ de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40673"	"~ qui sert à $1 pour $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40674"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40676"	"$1 ~ $2 à $3"	"récite"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:40677"	"$1 est ~ de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40678"	"$1, qui est un ~ de $2 dans l’activité $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:40679"	"$1, qui est une ~ de $2 dans l’activité $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:40681"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:40682"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:40683"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:40684"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:40685"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:40686"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:40687"	"~ à $2 destinée à être consommée par $1"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40688"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:40689"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:40690"	"Le locuteur dit : « ~ »"	""	"100"	"()"
"ls:fr:node:40691"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40692"	"Le locuteur dit : « ~ »"	""	"100"	"()"
"ls:fr:node:40693"	"~, $1"	"Au fond"	"100"	"($1=X)"
"ls:fr:node:40694"	"[$1] ~ de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40695"	"~, $1"	"Avec cela"	"100"	"($1=X)"
"ls:fr:node:40696"	"~ de $1 pour $2 adressé à $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:40697"	"~ de $2 destiné à être consommé par $1"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40699"	"Le locuteur dit : « ~ »"	""	"100"	"()"
"ls:fr:node:40700"	"~ qui sert à $1 pour $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40703"	"~ utilisée par $1 pour $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40704"	"~ à laquelle participe $1"	""	"100"	"($1=X)"
"ls:fr:node:40705"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40708"	"Le locuteur dit : « ~ »"	""	"100"	"()"
"ls:fr:node:40709"	"~ constitué de $2 utilisé par $1"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40710"	"~ $1"	""	"100"	"($1=X)"
"ls:fr:node:40711"	"$1 ~ $2"	"visite"	"100"	"($1=X,$2=Y)"
"ls:fr:node:40712"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:40713"	"~"	""	"100"	"()"
"ls:fr:node:40714"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:40716"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:40717"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40718"	"~, $1"	" Cela va sans dire"	"100"	"($1=X)"
"ls:fr:node:40719"	"~ de $2 portée par $1"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40720"	"~, $1"	"Sans façon"	"90"	"($1=X)"
"ls:fr:node:40721"	"~"	""	"100"	"()"
"ls:fr:node:40722"	"~ qui sert à $1 dans $2"	""	"60"	"($1=X,$2=Y)"
"ls:fr:node:40723"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40724"	"~ de $2 établi par $1"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40725"	"$1 ~ $2 à $3"	"indique"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:40728"	"$1 ~ $2 à $3"	"montre"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:40730"	"$1 ~"	" essaime "	"100"	"($1=X)"
"ls:fr:node:40731"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40732"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40733"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40734"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40735"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40736"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40737"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40738"	"$1 ~ $2"	"suit"	"100"	"($1=X,$2=Y)"
"ls:fr:node:40739"	"! ~ de $1 vers $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40740"	"~ $2 suivi par $1"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40741"	"$1, qui est une ~ de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40742"	"$1 est ~ de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40744"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:40745"	"~"	""	"100"	"()"
"ls:fr:node:40746"	"$1, qui est un ~"	""	"100"	"($1=X)"
"ls:fr:node:40747"	"~"	""	"100"	"()"
"ls:fr:node:40748"	"~ fait par $1"	""	"100"	"($1=X)"
"ls:fr:node:40749"	"$1 ~"	" prend la route"	"100"	"($1=X)"
"ls:fr:node:40752"	"~ utilisée par $1"	""	"100"	"($1=X)"
"ls:fr:node:40754"	"Le locuteur dit : « ~ »"	""	"100"	"()"
"ls:fr:node:40755"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:40756"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:40757"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:40760"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:40761"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:40762"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:40763"	"~ des $1"	""	"100"	"($1=X)"
"ls:fr:node:40764"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:40765"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:40766"	"Le locuteur dit : « ~ »"	""	"100"	"()"
"ls:fr:node:40767"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:40769"	"Le locuteur dit : « ~ »"	""	"100"	"()"
"ls:fr:node:40770"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:40772"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:40773"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40774"	"$1, qui est un ~"	""	"100"	"($1=X)"
"ls:fr:node:40776"	"$1 ~"	" butine "	"100"	"($1=X)"
"ls:fr:node:40777"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:40778"	"~ produite par $2 destinée à être consommée par $1"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40779"	"$1 ~ de $2"	" nage contre le courant "	"90"	"($1=X,$2=Y)"
"ls:fr:node:40780"	"$1 ~"	" nage en eaux troubles"	"100"	"($1=X)"
"ls:fr:node:40781"	"! $1 ~ avec $2"	"va"	"100"	"($1=X,$2=Y)"
"ls:fr:node:40782"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40786"	"$1 ~"	" se douche "	"100"	"($1=X)"
"ls:fr:node:40788"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40795"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40796"	"~"	""	"100"	"()"
"ls:fr:node:40797"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40798"	"~ de $2 constituée des $1"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40799"	"~ de $2 constitué des $1"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40800"	"$1 ~ $2"	" élève "	"100"	"($1=X,$2=Y)"
"ls:fr:node:40801"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40802"	"~ pratiquée par $1"	""	"100"	"($1=X)"
"ls:fr:node:40803"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:40804"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40805"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40808"	"! $1 ~ de manière $2 dans $3"	"va"	"80"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:40809"	"$1, qui est la ~ de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:40810"	"! $1 ~ à $2"	"va"	"100"	"($1=X,$2=Y)"
"ls:fr:node:40811"	"$1 ~"	" sombre "	"100"	"($1=X)"
"ls:fr:node:40812"	"$1 ~ dans $2"	" sombre "	"100"	"($1=X,$2=Y)"
"ls:fr:node:40813"	"$1 ~ dans $2"	" tombe "	"100"	"($1=X,$2=Y)"
"ls:fr:node:40817"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:40818"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:40819"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:40820"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:40821"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:40822"	"! $1 ~ à cause de $2"	" a les abeilles "	"100"	"($1=X,$2=Y)"
"ls:fr:node:40825"	"~ porté par $1"	""	"100"	"($1=X)"
"ls:fr:node:40826"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:40827"	"~ portés par $1"	"godillots "	"100"	"($1=X)"
"ls:fr:node:40833"	"~"	""	"100"	"()"
"ls:fr:node:40837"	"$1 ~ $2 dans $3"	"stocke"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:40838"	"$1, qui est une ~"	""	"100"	"($1=X)"
