"node"	"example"	"occurrence"	"position"	"%"
"ls:fr:node:26342"	"ls:fr:ex:8016"	"186,198;"	"1"	"100"
"ls:fr:node:26343"	"ls:fr:ex:226"	"290,300;"	"0"	"100"
"ls:fr:node:26345"	"ls:fr:ex:4284"	"44,53;"	"0"	"100"
"ls:fr:node:26346"	"ls:fr:ex:11120"	"241,249;"	"0"	"100"
"ls:fr:node:26347"	"ls:fr:ex:31267"	"73,79;"	"0"	"100"
"ls:fr:node:26347"	"ls:fr:ex:6244"	"64,70;"	"1"	"100"
"ls:fr:node:26347"	"ls:fr:ex:19646"	"120,125;"	"2"	"100"
"ls:fr:node:26348"	"ls:fr:ex:844"	"61,67;"	"0"	"100"
"ls:fr:node:26349"	"ls:fr:ex:839"	"237,241;"	"0"	"100"
"ls:fr:node:26350"	"ls:fr:ex:834"	"81,86;"	"0"	"100"
"ls:fr:node:26350"	"ls:fr:ex:33135"	"51,56;"	"1"	"100"
"ls:fr:node:26351"	"ls:fr:ex:24902"	"166,171;"	"0"	"100"
"ls:fr:node:26352"	"ls:fr:ex:808"	"88,95;"	"0"	"100"
"ls:fr:node:26352"	"ls:fr:ex:811"	"116,124;"	"1"	"100"
"ls:fr:node:26352"	"ls:fr:ex:814"	"148,155;"	"2"	"100"
"ls:fr:node:26352"	"ls:fr:ex:884"	"44,51;"	"3"	"100"
"ls:fr:node:26352"	"ls:fr:ex:885"	"148,155;"	"4"	"100"
"ls:fr:node:26352"	"ls:fr:ex:610"	"89,96;"	"5"	"100"
"ls:fr:node:26352"	"ls:fr:ex:824"	"85,92;"	"6"	"100"
"ls:fr:node:26352"	"ls:fr:ex:821"	"224,231;"	"7"	"100"
"ls:fr:node:26352"	"ls:fr:ex:867"	"93,100;"	"8"	"100"
"ls:fr:node:26352"	"ls:fr:ex:833"	"93,101;"	"9"	"100"
"ls:fr:node:26352"	"ls:fr:ex:886"	"37,44;"	"10"	"100"
"ls:fr:node:26353"	"ls:fr:ex:16757"	"143,150;"	"0"	"100"
"ls:fr:node:26354"	"ls:fr:ex:21721"	"100,107;"	"0"	"100"
"ls:fr:node:26355"	"ls:fr:ex:4928"	"44,50;"	"0"	"100"
"ls:fr:node:26355"	"ls:fr:ex:1193"	"50,62;"	"1"	"100"
"ls:fr:node:26355"	"ls:fr:ex:2996"	"62,68;"	"2"	"100"
"ls:fr:node:26355"	"ls:fr:ex:17204"	"194,201;"	"3"	"100"
"ls:fr:node:26356"	"ls:fr:ex:549"	"170,177;"	"0"	"100"
"ls:fr:node:26357"	"ls:fr:ex:3812"	"19,27;"	"0"	"100"
"ls:fr:node:26357"	"ls:fr:ex:5520"	"26,34;"	"1"	"100"
"ls:fr:node:26357"	"ls:fr:ex:4785"	"176,182;"	"2"	"100"
"ls:fr:node:26357"	"ls:fr:ex:13140"	"116,124;"	"3"	"100"
"ls:fr:node:26357"	"ls:fr:ex:6019"	"26,32;"	"5"	"100"
"ls:fr:node:26357"	"ls:fr:ex:3971"	"73,83;"	"6"	"100"
"ls:fr:node:26357"	"ls:fr:ex:564"	"21,27;"	"7"	"100"
"ls:fr:node:26357"	"ls:fr:ex:2616"	"64,76;"	"8"	"100"
"ls:fr:node:26357"	"ls:fr:ex:7469"	"127,135;"	"9"	"100"
"ls:fr:node:26358"	"ls:fr:ex:16715"	"32,35;"	"0"	"100"
"ls:fr:node:26359"	"ls:fr:ex:8159"	"78,86;"	"0"	"100"
"ls:fr:node:26360"	"ls:fr:ex:4591"	"229,242;"	"0"	"100"
"ls:fr:node:26361"	"ls:fr:ex:1102"	"18,27;"	"0"	"100"
"ls:fr:node:26361"	"ls:fr:ex:1663"	"185,194;"	"1"	"100"
"ls:fr:node:26361"	"ls:fr:ex:5292"	"95,104;"	"2"	"100"
"ls:fr:node:26361"	"ls:fr:ex:5588"	"18,27;"	"3"	"100"
"ls:fr:node:26361"	"ls:fr:ex:5636"	"33,42;"	"4"	"100"
"ls:fr:node:26361"	"ls:fr:ex:9049"	"46,55;"	"5"	"100"
"ls:fr:node:26361"	"ls:fr:ex:21660"	"30,39;"	"6"	"100"
"ls:fr:node:26362"	"ls:fr:ex:5021"	"121,130;"	"0"	"100"
"ls:fr:node:26363"	"ls:fr:ex:3469"	"34,40;"	"0"	"100"
"ls:fr:node:26364"	"ls:fr:ex:1307"	"32,42;"	"0"	"100"
"ls:fr:node:26364"	"ls:fr:ex:969"	"95,105;"	"1"	"100"
"ls:fr:node:26364"	"ls:fr:ex:1326"	"136,146;197,207;"	"2"	"100"
"ls:fr:node:26364"	"ls:fr:ex:983"	"181,191;"	"3"	"100"
"ls:fr:node:26364"	"ls:fr:ex:1311"	"280,290;408,418;"	"4"	"100"
"ls:fr:node:26364"	"ls:fr:ex:1305"	"86,96;"	"5"	"100"
"ls:fr:node:26364"	"ls:fr:ex:1314"	"80,90;"	"6"	"100"
"ls:fr:node:26364"	"ls:fr:ex:1318"	"121,131;"	"7"	"100"
"ls:fr:node:26364"	"ls:fr:ex:1331"	"52,62;"	"8"	"100"
"ls:fr:node:26365"	"ls:fr:ex:1311"	"419,425;"	"0"	"100"
"ls:fr:node:26366"	"ls:fr:ex:8005"	"135,145;"	"0"	"100"
"ls:fr:node:26367"	"ls:fr:ex:10394"	"77,85;134,142;"	"0"	"100"
"ls:fr:node:26368"	"ls:fr:ex:3551"	"220,225;"	"0"	"100"
"ls:fr:node:26369"	"ls:fr:ex:9791"	"30,38;143,151;"	"0"	"100"
"ls:fr:node:26369"	"ls:fr:ex:9792"	"24,32;"	"1"	"100"
"ls:fr:node:26369"	"ls:fr:ex:8755"	"53,62;"	"2"	"100"
"ls:fr:node:26369"	"ls:fr:ex:9793"	"76,84;"	"3"	"100"
"ls:fr:node:26369"	"ls:fr:ex:9794"	"42,50;113,121;136,144;"	"4"	"100"
"ls:fr:node:26369"	"ls:fr:ex:9795"	"167,176;"	"5"	"100"
"ls:fr:node:26369"	"ls:fr:ex:9796"	"118,126;"	"6"	"100"
"ls:fr:node:26369"	"ls:fr:ex:9797"	"223,231;"	"7"	"100"
"ls:fr:node:26369"	"ls:fr:ex:9799"	"127,135;"	"8"	"100"
"ls:fr:node:26370"	"ls:fr:ex:13753"	"45,50;"	"0"	"100"
"ls:fr:node:26370"	"ls:fr:ex:139"	"100,107;"	"1"	"100"
"ls:fr:node:26370"	"ls:fr:ex:5247"	"25,30;"	"2"	"100"
"ls:fr:node:26370"	"ls:fr:ex:18740"	"161,166;"	"3"	"100"
"ls:fr:node:26370"	"ls:fr:ex:18741"	"327,332;"	"4"	"100"
"ls:fr:node:26370"	"ls:fr:ex:5724"	"132,137;"	"5"	"100"
"ls:fr:node:26370"	"ls:fr:ex:6952"	"81,86;"	"6"	"100"
"ls:fr:node:26370"	"ls:fr:ex:10529"	"78,83;"	"7"	"100"
"ls:fr:node:26370"	"ls:fr:ex:18745"	"285,290;"	"8"	"100"
"ls:fr:node:26370"	"ls:fr:ex:10347"	"115,120;"	"9"	"100"
"ls:fr:node:26370"	"ls:fr:ex:11735"	"337,342;"	"10"	"100"
"ls:fr:node:26370"	"ls:fr:ex:13780"	"171,176;"	"11"	"100"
"ls:fr:node:26371"	"ls:fr:ex:2430"	"37,45;"	"0"	"100"
"ls:fr:node:26372"	"ls:fr:ex:15921"	"298,306;"	"0"	"100"
"ls:fr:node:26373"	"ls:fr:ex:2428"	"204,210;"	"0"	"100"
"ls:fr:node:26374"	"ls:fr:ex:13626"	"104,111;"	"0"	"100"
"ls:fr:node:26375"	"ls:fr:ex:7445"	"88,95;"	"0"	"100"
"ls:fr:node:26376"	"ls:fr:ex:12314"	"66,72;"	"0"	"100"
"ls:fr:node:26377"	"ls:fr:ex:6186"	"250,258;"	"0"	"100"
"ls:fr:node:26378"	"ls:fr:ex:2909"	"129,137;"	"0"	"100"
"ls:fr:node:26379"	"ls:fr:ex:3589"	"38,47;"	"0"	"100"
"ls:fr:node:26379"	"ls:fr:ex:4785"	"95,104;"	"1"	"100"
"ls:fr:node:26379"	"ls:fr:ex:2356"	"153,162;"	"2"	"100"
"ls:fr:node:26379"	"ls:fr:ex:10135"	"128,137;"	"3"	"100"
"ls:fr:node:26380"	"ls:fr:ex:17378"	"205,216;"	"0"	"100"
"ls:fr:node:26381"	"ls:fr:ex:16809"	"104,113;"	"0"	"100"
"ls:fr:node:26382"	"ls:fr:ex:32329"	"90,105;"	"0"	"100"
"ls:fr:node:26383"	"ls:fr:ex:6717"	"68,77;"	"0"	"100"
"ls:fr:node:26384"	"ls:fr:ex:4189"	"56,65;"	"0"	"100"
"ls:fr:node:26385"	"ls:fr:ex:4326"	"68,76;"	"0"	"100"
"ls:fr:node:26386"	"ls:fr:ex:22368"	"28,34;"	"0"	"100"
"ls:fr:node:26387"	"ls:fr:ex:6875"	"187,195;"	"0"	"100"
"ls:fr:node:26387"	"ls:fr:ex:1434"	"49,57;"	"1"	"100"
"ls:fr:node:26387"	"ls:fr:ex:13075"	"25,33;"	"2"	"100"
"ls:fr:node:26387"	"ls:fr:ex:13078"	"36,44;"	"3"	"100"
"ls:fr:node:26387"	"ls:fr:ex:13079"	"56,64;"	"4"	"100"
"ls:fr:node:26387"	"ls:fr:ex:13081"	"252,260;"	"5"	"100"
"ls:fr:node:26387"	"ls:fr:ex:13085"	"110,118;"	"6"	"100"
"ls:fr:node:26387"	"ls:fr:ex:13086"	"171,180;"	"7"	"100"
"ls:fr:node:26387"	"ls:fr:ex:13088"	"115,123;"	"8"	"100"
"ls:fr:node:26388"	"ls:fr:ex:2465"	"52,59;"	"0"	"100"
"ls:fr:node:26389"	"ls:fr:ex:1802"	"63,70;"	"0"	"100"
"ls:fr:node:26389"	"ls:fr:ex:2402"	"90,98;"	"1"	"100"
"ls:fr:node:26389"	"ls:fr:ex:11084"	"147,154;"	"2"	"100"
"ls:fr:node:26390"	"ls:fr:ex:18252"	"16,25;"	"0"	"100"
"ls:fr:node:26392"	"ls:fr:ex:1176"	"110,115;"	"0"	"100"
"ls:fr:node:26393"	"ls:fr:ex:21839"	"194,202;"	"0"	"100"
"ls:fr:node:26394"	"ls:fr:ex:11525"	"33,42;"	"0"	"100"
"ls:fr:node:26395"	"ls:fr:ex:3554"	"91,102;"	"0"	"100"
"ls:fr:node:26395"	"ls:fr:ex:3655"	"63,74;"	"1"	"100"
"ls:fr:node:26395"	"ls:fr:ex:8631"	"58,69;"	"2"	"100"
"ls:fr:node:26396"	"ls:fr:ex:2503"	"171,181;"	"0"	"100"
"ls:fr:node:26396"	"ls:fr:ex:5471"	"50,60;"	"1"	"100"
"ls:fr:node:26397"	"ls:fr:ex:148"	"209,215;"	"0"	"100"
"ls:fr:node:26398"	"ls:fr:ex:79"	"187,192;"	"0"	"100"
"ls:fr:node:26399"	"ls:fr:ex:543"	"60,68;"	"0"	"100"
"ls:fr:node:26400"	"ls:fr:ex:2621"	"34,40;56,62;"	"0"	"100"
"ls:fr:node:26401"	"ls:fr:ex:19635"	"25,32;"	"0"	"100"
"ls:fr:node:26402"	"ls:fr:ex:6123"	"30,41;"	"0"	"100"
"ls:fr:node:26403"	"ls:fr:ex:2598"	"121,125;144,148;215,219;"	"0"	"100"
"ls:fr:node:26403"	"ls:fr:ex:2600"	"58,62;"	"1"	"100"
"ls:fr:node:26403"	"ls:fr:ex:2602"	"58,62;"	"2"	"100"
"ls:fr:node:26403"	"ls:fr:ex:2604"	"193,197;"	"3"	"100"
"ls:fr:node:26403"	"ls:fr:ex:2608"	"30,34;"	"4"	"100"
"ls:fr:node:26403"	"ls:fr:ex:2619"	"137,141;"	"5"	"100"
"ls:fr:node:26403"	"ls:fr:ex:2622"	"78,82;"	"6"	"100"
"ls:fr:node:26403"	"ls:fr:ex:2624"	"114,119;"	"7"	"100"
"ls:fr:node:26403"	"ls:fr:ex:2633"	"77,81;"	"8"	"100"
"ls:fr:node:26403"	"ls:fr:ex:2627"	"46,50;"	"9"	"100"
"ls:fr:node:26403"	"ls:fr:ex:2629"	"139,143;"	"10"	"100"
"ls:fr:node:26403"	"ls:fr:ex:2630"	"39,43;"	"11"	"100"
"ls:fr:node:26403"	"ls:fr:ex:560"	"66,70;"	"12"	"100"
"ls:fr:node:26404"	"ls:fr:ex:4763"	"120,127;"	"0"	"100"
"ls:fr:node:26404"	"ls:fr:ex:4764"	"55,62;"	"1"	"100"
"ls:fr:node:26404"	"ls:fr:ex:4765"	"40,47;"	"2"	"100"
"ls:fr:node:26404"	"ls:fr:ex:1175"	"18,25;"	"3"	"100"
"ls:fr:node:26404"	"ls:fr:ex:4769"	"94,101;"	"4"	"100"
"ls:fr:node:26404"	"ls:fr:ex:4768"	"35,42;"	"5"	"100"
"ls:fr:node:26404"	"ls:fr:ex:4770"	"20,27;"	"6"	"100"
"ls:fr:node:26404"	"ls:fr:ex:4771"	"154,161;"	"7"	"100"
"ls:fr:node:26404"	"ls:fr:ex:4772"	"30,37;"	"8"	"100"
"ls:fr:node:26404"	"ls:fr:ex:4773"	"73,80;"	"9"	"100"
"ls:fr:node:26404"	"ls:fr:ex:1021"	"80,87;"	"10"	"100"
"ls:fr:node:26404"	"ls:fr:ex:2734"	"183,190;"	"11"	"100"
"ls:fr:node:26404"	"ls:fr:ex:2737"	"76,83;"	"12"	"100"
"ls:fr:node:26405"	"ls:fr:ex:4819"	"152,159;"	"0"	"100"
"ls:fr:node:26405"	"ls:fr:ex:4822"	"47,54;"	"1"	"100"
"ls:fr:node:26405"	"ls:fr:ex:4824"	"43,50;"	"2"	"100"
"ls:fr:node:26405"	"ls:fr:ex:4826"	"50,57;"	"3"	"100"
"ls:fr:node:26405"	"ls:fr:ex:4767"	"43,50;"	"4"	"100"
"ls:fr:node:26405"	"ls:fr:ex:4829"	"39,47;"	"5"	"100"
"ls:fr:node:26405"	"ls:fr:ex:4830"	"90,97;"	"6"	"100"
"ls:fr:node:26405"	"ls:fr:ex:4831"	"19,26;"	"7"	"100"
"ls:fr:node:26405"	"ls:fr:ex:4832"	"33,40;"	"8"	"100"
"ls:fr:node:26405"	"ls:fr:ex:4833"	"29,36;"	"9"	"100"
"ls:fr:node:26406"	"ls:fr:ex:25377"	"100,111;"	"0"	"100"
"ls:fr:node:26407"	"ls:fr:ex:4571"	"85,92;"	"0"	"100"
"ls:fr:node:26408"	"ls:fr:ex:3325"	"195,205;"	"0"	"100"
"ls:fr:node:26408"	"ls:fr:ex:3329"	"38,48;"	"1"	"100"
"ls:fr:node:26408"	"ls:fr:ex:3332"	"100,110;"	"2"	"100"
"ls:fr:node:26408"	"ls:fr:ex:3336"	"63,73;"	"3"	"100"
"ls:fr:node:26408"	"ls:fr:ex:3340"	"18,28;"	"4"	"100"
"ls:fr:node:26408"	"ls:fr:ex:3342"	"18,28;"	"5"	"100"
"ls:fr:node:26408"	"ls:fr:ex:21073"	"18,28;"	"6"	"100"
"ls:fr:node:26408"	"ls:fr:ex:3346"	"82,92;"	"7"	"100"
"ls:fr:node:26408"	"ls:fr:ex:2659"	"173,183;"	"8"	"100"
"ls:fr:node:26408"	"ls:fr:ex:3352"	"59,69;"	"9"	"100"
"ls:fr:node:26408"	"ls:fr:ex:3356"	"32,42;"	"10"	"100"
"ls:fr:node:26408"	"ls:fr:ex:21074"	"51,61;"	"11"	"100"
"ls:fr:node:26409"	"ls:fr:ex:5878"	"140,149;"	"0"	"100"
"ls:fr:node:26410"	"ls:fr:ex:19797"	"21,29;"	"0"	"100"
"ls:fr:node:26410"	"ls:fr:ex:13362"	"188,190;193,203;"	"1"	"100"
"ls:fr:node:26410"	"ls:fr:ex:21497"	"65,76;"	"2"	"100"
"ls:fr:node:26410"	"ls:fr:ex:8860"	"132,146;"	"3"	"100"
"ls:fr:node:26411"	"ls:fr:ex:8664"	"99,107;"	"0"	"100"
"ls:fr:node:26412"	"ls:fr:ex:279"	"43,52;"	"0"	"100"
"ls:fr:node:26412"	"ls:fr:ex:280"	"45,54;"	"1"	"100"
"ls:fr:node:26412"	"ls:fr:ex:281"	"324,333;"	"2"	"100"
"ls:fr:node:26412"	"ls:fr:ex:951"	"29,38;"	"3"	"100"
"ls:fr:node:26412"	"ls:fr:ex:953"	"105,114;"	"4"	"100"
"ls:fr:node:26412"	"ls:fr:ex:963"	"111,120;"	"5"	"100"
"ls:fr:node:26412"	"ls:fr:ex:964"	"146,156;"	"6"	"100"
"ls:fr:node:26412"	"ls:fr:ex:967"	"39,48;"	"7"	"100"
"ls:fr:node:26412"	"ls:fr:ex:955"	"18,27;"	"8"	"100"
"ls:fr:node:26412"	"ls:fr:ex:956"	"92,101;"	"9"	"100"
"ls:fr:node:26412"	"ls:fr:ex:958"	"63,72;"	"10"	"100"
"ls:fr:node:26412"	"ls:fr:ex:960"	"20,29;"	"11"	"100"
"ls:fr:node:26412"	"ls:fr:ex:962"	"89,98;"	"12"	"100"
"ls:fr:node:26412"	"ls:fr:ex:972"	"187,196;"	"13"	"100"
"ls:fr:node:26413"	"ls:fr:ex:5707"	"153,159;"	"0"	"100"
"ls:fr:node:26413"	"ls:fr:ex:1547"	"106,112;"	"1"	"100"
"ls:fr:node:26413"	"ls:fr:ex:4169"	"60,66;"	"2"	"100"
"ls:fr:node:26413"	"ls:fr:ex:10271"	"139,145;"	"3"	"100"
"ls:fr:node:26413"	"ls:fr:ex:8021"	"264,270;"	"4"	"100"
"ls:fr:node:26413"	"ls:fr:ex:188"	"118,124;"	"5"	"100"
"ls:fr:node:26413"	"ls:fr:ex:3935"	"47,53;"	"6"	"100"
"ls:fr:node:26413"	"ls:fr:ex:4876"	"204,210;"	"7"	"100"
"ls:fr:node:26413"	"ls:fr:ex:12417"	"107,113;"	"8"	"100"
"ls:fr:node:26413"	"ls:fr:ex:21162"	"298,304;"	"9"	"100"
"ls:fr:node:26413"	"ls:fr:ex:23958"	"90,96;"	"10"	"100"
"ls:fr:node:26414"	"ls:fr:ex:13216"	"189,195;"	"0"	"100"
"ls:fr:node:26415"	"ls:fr:ex:1279"	"32,41;"	"0"	"100"
"ls:fr:node:26415"	"ls:fr:ex:7692"	"59,68;"	"1"	"100"
"ls:fr:node:26416"	"ls:fr:ex:1558"	"111,120;"	"0"	"100"
"ls:fr:node:26417"	"ls:fr:ex:8019"	"52,57;"	"0"	"100"
"ls:fr:node:26418"	"ls:fr:ex:868"	"33,40;"	"0"	"100"
"ls:fr:node:26418"	"ls:fr:ex:6095"	"124,132;"	"1"	"100"
"ls:fr:node:26418"	"ls:fr:ex:16164"	"27,33;"	"2"	"100"
"ls:fr:node:26418"	"ls:fr:ex:882"	"193,199;"	"3"	"100"
"ls:fr:node:26418"	"ls:fr:ex:16173"	"205,211;"	"4"	"100"
"ls:fr:node:26418"	"ls:fr:ex:2318"	"21,28;"	"6"	"100"
"ls:fr:node:26418"	"ls:fr:ex:16194"	"455,463;"	"7"	"100"
"ls:fr:node:26418"	"ls:fr:ex:16158"	"65,72;"	"8"	"100"
"ls:fr:node:26420"	"ls:fr:ex:18237"	"214,222;"	"0"	"100"
"ls:fr:node:26420"	"ls:fr:ex:21454"	"327,335;"	"1"	"100"
"ls:fr:node:26421"	"ls:fr:ex:25415"	"202,211;"	"0"	"100"
"ls:fr:node:26422"	"ls:fr:ex:6918"	"97,107;"	"0"	"100"
"ls:fr:node:26422"	"ls:fr:ex:9168"	"16,26;"	"1"	"100"
"ls:fr:node:26424"	"ls:fr:ex:2080"	"86,92;"	"0"	"100"
"ls:fr:node:26425"	"ls:fr:ex:11952"	"83,91;"	"0"	"100"
"ls:fr:node:26425"	"ls:fr:ex:24867"	"126,135;"	"1"	"100"
"ls:fr:node:26426"	"ls:fr:ex:34455"	"27,33;"	"0"	"100"
"ls:fr:node:26426"	"ls:fr:ex:34456"	"51,57;"	"1"	"100"
"ls:fr:node:26426"	"ls:fr:ex:34457"	"45,51;"	"2"	"100"
"ls:fr:node:26426"	"ls:fr:ex:34458"	"51,57;"	"3"	"100"
"ls:fr:node:26426"	"ls:fr:ex:34459"	"79,85;"	"4"	"100"
"ls:fr:node:26426"	"ls:fr:ex:34461"	"30,36;"	"5"	"100"
"ls:fr:node:26426"	"ls:fr:ex:1182"	"71,78;"	"6"	"100"
"ls:fr:node:26426"	"ls:fr:ex:7679"	"165,171;"	"7"	"100"
"ls:fr:node:26427"	"ls:fr:ex:938"	"180,186;"	"0"	"100"
"ls:fr:node:26427"	"ls:fr:ex:9051"	"161,168;"	"1"	"100"
"ls:fr:node:26427"	"ls:fr:ex:9507"	"112,118;"	"2"	"100"
"ls:fr:node:26427"	"ls:fr:ex:9508"	"150,156;"	"3"	"100"
"ls:fr:node:26427"	"ls:fr:ex:9509"	"322,329;"	"4"	"100"
"ls:fr:node:26427"	"ls:fr:ex:9510"	"63,69;"	"5"	"100"
"ls:fr:node:26427"	"ls:fr:ex:9511"	"370,377;"	"6"	"100"
"ls:fr:node:26427"	"ls:fr:ex:6133"	"148,154;"	"7"	"100"
"ls:fr:node:26427"	"ls:fr:ex:9512"	"315,322;"	"8"	"100"
"ls:fr:node:26427"	"ls:fr:ex:9513"	"177,184;"	"9"	"100"
"ls:fr:node:26427"	"ls:fr:ex:9514"	"358,364;"	"10"	"100"
"ls:fr:node:26428"	"ls:fr:ex:7084"	"83,90;"	"0"	"100"
"ls:fr:node:26429"	"ls:fr:ex:1653"	"137,144;"	"0"	"100"
"ls:fr:node:26430"	"ls:fr:ex:4616"	"40,48;"	"0"	"100"
"ls:fr:node:26430"	"ls:fr:ex:4619"	"62,70;"	"1"	"100"
"ls:fr:node:26430"	"ls:fr:ex:4620"	"72,80;"	"2"	"100"
"ls:fr:node:26430"	"ls:fr:ex:4621"	"75,83;"	"3"	"100"
"ls:fr:node:26430"	"ls:fr:ex:4205"	"335,343;"	"4"	"100"
"ls:fr:node:26431"	"ls:fr:ex:4328"	"41,46;"	"0"	"100"
"ls:fr:node:26431"	"ls:fr:ex:4331"	"44,49;"	"1"	"100"
"ls:fr:node:26431"	"ls:fr:ex:4332"	"46,51;"	"2"	"100"
"ls:fr:node:26431"	"ls:fr:ex:2729"	"91,96;218,223;"	"3"	"100"
"ls:fr:node:26431"	"ls:fr:ex:4333"	"96,101;"	"4"	"100"
"ls:fr:node:26431"	"ls:fr:ex:4334"	"80,86;121,127;184,190;"	"5"	"100"
"ls:fr:node:26431"	"ls:fr:ex:4336"	"113,119;"	"6"	"100"
"ls:fr:node:26431"	"ls:fr:ex:4337"	"30,35;"	"7"	"100"
"ls:fr:node:26431"	"ls:fr:ex:4340"	"31,37;"	"8"	"100"
"ls:fr:node:26431"	"ls:fr:ex:18378"	"50,55;"	"9"	"100"
"ls:fr:node:26432"	"ls:fr:ex:8938"	"79,83;"	"0"	"100"
"ls:fr:node:26433"	"ls:fr:ex:6269"	"47,53;"	"0"	"100"
"ls:fr:node:26433"	"ls:fr:ex:2712"	"57,63;"	"1"	"100"
"ls:fr:node:26433"	"ls:fr:ex:4312"	"25,31;"	"2"	"100"
"ls:fr:node:26433"	"ls:fr:ex:2366"	"47,53;"	"3"	"100"
"ls:fr:node:26433"	"ls:fr:ex:6270"	"115,121;"	"4"	"100"
"ls:fr:node:26433"	"ls:fr:ex:6271"	"52,58;"	"5"	"100"
"ls:fr:node:26433"	"ls:fr:ex:6272"	"201,207;"	"6"	"100"
"ls:fr:node:26433"	"ls:fr:ex:6273"	"18,24;"	"7"	"100"
"ls:fr:node:26433"	"ls:fr:ex:6274"	"96,102;"	"8"	"100"
"ls:fr:node:26434"	"ls:fr:ex:3819"	"94,98;"	"0"	"100"
"ls:fr:node:26434"	"ls:fr:ex:3012"	"32,37;"	"1"	"100"
"ls:fr:node:26434"	"ls:fr:ex:759"	"21,27;"	"2"	"100"
"ls:fr:node:26434"	"ls:fr:ex:10785"	"30,32;"	"3"	"100"
"ls:fr:node:26434"	"ls:fr:ex:4394"	"140,145;"	"4"	"100"
"ls:fr:node:26434"	"ls:fr:ex:15377"	"64,70;"	"5"	"100"
"ls:fr:node:26434"	"ls:fr:ex:2721"	"62,65;"	"6"	"100"
"ls:fr:node:26434"	"ls:fr:ex:7475"	"24,28;"	"7"	"100"
"ls:fr:node:26434"	"ls:fr:ex:1721"	"48,53;"	"8"	"100"
"ls:fr:node:26435"	"ls:fr:ex:447"	"142,149;"	"0"	"100"
"ls:fr:node:26435"	"ls:fr:ex:3148"	"40,48;"	"1"	"100"
"ls:fr:node:26436"	"ls:fr:ex:4375"	"48,54;"	"0"	"100"
"ls:fr:node:26437"	"ls:fr:ex:24816"	"74,79;"	"0"	"100"
"ls:fr:node:26437"	"ls:fr:ex:7513"	"26,31;"	"1"	"100"
"ls:fr:node:26438"	"ls:fr:ex:18246"	"82,91;"	"0"	"100"
"ls:fr:node:26442"	"ls:fr:ex:4361"	"28,37;"	"0"	"100"
"ls:fr:node:26443"	"ls:fr:ex:1683"	"226,236;"	"0"	"100"
"ls:fr:node:26443"	"ls:fr:ex:1687"	"116,126;"	"1"	"100"
"ls:fr:node:26443"	"ls:fr:ex:1689"	"24,34;"	"2"	"100"
"ls:fr:node:26444"	"ls:fr:ex:482"	"107,116;"	"0"	"100"
"ls:fr:node:26445"	"ls:fr:ex:9801"	"82,88;"	"0"	"100"
"ls:fr:node:26446"	"ls:fr:ex:17136"	"64,68;"	"0"	"100"
"ls:fr:node:26447"	"ls:fr:ex:3708"	"122,128;"	"0"	"100"
"ls:fr:node:26448"	"ls:fr:ex:5643"	"19,25;"	"0"	"100"
"ls:fr:node:26449"	"ls:fr:ex:6449"	"141,144;"	"0"	"100"
"ls:fr:node:26450"	"ls:fr:ex:560"	"36,42;"	"0"	"100"
"ls:fr:node:26451"	"ls:fr:ex:9840"	"52,58;"	"0"	"100"
"ls:fr:node:26451"	"ls:fr:ex:9841"	"84,89;"	"1"	"100"
"ls:fr:node:26451"	"ls:fr:ex:9844"	"183,188;"	"2"	"100"
"ls:fr:node:26451"	"ls:fr:ex:9935"	"79,84;121,126;"	"3"	"100"
"ls:fr:node:26451"	"ls:fr:ex:9880"	"248,253;"	"4"	"100"
"ls:fr:node:26451"	"ls:fr:ex:9931"	"107,112;"	"5"	"100"
"ls:fr:node:26451"	"ls:fr:ex:9934"	"352,357;"	"6"	"100"
"ls:fr:node:26451"	"ls:fr:ex:9879"	"187,192;"	"7"	"100"
"ls:fr:node:26451"	"ls:fr:ex:9895"	"108,113;"	"8"	"100"
"ls:fr:node:26452"	"ls:fr:ex:9935"	"43,51;"	"0"	"100"
"ls:fr:node:26453"	"ls:fr:ex:1375"	"41,49;"	"0"	"100"
"ls:fr:node:26454"	"ls:fr:ex:155"	"171,177;"	"0"	"100"
"ls:fr:node:26455"	"ls:fr:ex:1094"	"196,201;"	"0"	"100"
"ls:fr:node:26456"	"ls:fr:ex:11711"	"92,99;"	"0"	"100"
"ls:fr:node:26458"	"ls:fr:ex:22144"	"108,113;177,182;"	"0"	"100"
"ls:fr:node:26459"	"ls:fr:ex:710"	"177,183;"	"0"	"100"
"ls:fr:node:26459"	"ls:fr:ex:2832"	"182,189;"	"1"	"100"
"ls:fr:node:26459"	"ls:fr:ex:2834"	"107,114;"	"2"	"100"
"ls:fr:node:26459"	"ls:fr:ex:2836"	"205,212;"	"3"	"100"
"ls:fr:node:26459"	"ls:fr:ex:2838"	"208,215;"	"4"	"100"
"ls:fr:node:26459"	"ls:fr:ex:2840"	"159,166;250,257;"	"5"	"100"
"ls:fr:node:26459"	"ls:fr:ex:2841"	"444,451;"	"6"	"100"
"ls:fr:node:26459"	"ls:fr:ex:2844"	"314,321;"	"7"	"100"
"ls:fr:node:26459"	"ls:fr:ex:2847"	"225,232;"	"8"	"100"
"ls:fr:node:26459"	"ls:fr:ex:2850"	"51,58;"	"9"	"100"
"ls:fr:node:26460"	"ls:fr:ex:5642"	"338,346;"	"0"	"100"
